FiscalYear,Actual_ReEstimated_Budget,AEA,Dist,DE_District,District Name,Column Name,Fund,Source,Expenditures Per Pupil,Amount,Enrollment Category,Enrollment Category Number
2017,Actual,11,0513,0513,Baxter,genaeaflow,General,AEA Support - Direct to AEA,412,142453,300-599,2
2017,Actual,11,0513,0513,Baxter,genendfb,General,Ending Fund Balance,3411,1179899,300-599,2
2017,Actual,13,0549,0549,Bedford,geninstr,General,Instruction,7256,3482084,300-599,2
2017,Actual,13,0549,0549,Bedford,genstudsupp,General,Student Support Services,180,86174,300-599,2
2017,Actual,13,0549,0549,Bedford,geninstrsupp,General,Instructional Staff Support Services,421,201937,300-599,2
2017,Actual,13,0549,0549,Bedford,gengenadmin,General,General Administration,671,321784,300-599,2
2017,Actual,13,0549,0549,Bedford,genbldgadmin,General,School/Building Administration,744,356817,300-599,2
2017,Actual,13,0549,0549,Bedford,gencentraladmin,General,Business & Central Administration,229,109832,300-599,2
2017,Actual,13,0549,0549,Bedford,genopermtnc,General,Plant Operation and Maintenance,1026,492535,300-599,2
2017,Actual,13,0549,0549,Bedford,gentransp,General,Student Transportation,383,183951,300-599,2
2017,Actual,13,0549,0549,Bedford,genaeaflow,General,AEA Support - Direct to AEA,410,196629,300-599,2
2017,Actual,13,0549,0549,Bedford,genendfb,General,Ending Fund Balance,1756,842580,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,geninstr,General,Instruction,7391,4037666,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genstudsupp,General,Student Support Services,173,94303,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,geninstrsupp,General,Instructional Staff Support Services,230,125852,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,gengenadmin,General,General Administration,562,307090,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genbldgadmin,General,School/Building Administration,603,329689,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,gencentraladmin,General,Business & Central Administration,117,63772,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genopermtnc,General,Plant Operation and Maintenance,772,421994,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,gentransp,General,Student Transportation,509,278265,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genaeaflow,General,AEA Support - Direct to AEA,392,214254,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genotherfin,General,Transfers Out/Special Items/Down Adj,20,10790,300-599,2
2017,Actual,10,0576,0576,Belle Plaine,genendfb,General,Ending Fund Balance,2045,1116989,300-599,2
2017,Actual,09,0585,0585,Bellevue,geninstr,General,Instruction,7784,4367650,300-599,2
2017,Actual,09,0585,0585,Bellevue,genstudsupp,General,Student Support Services,279,156571,300-599,2
2017,Actual,09,0585,0585,Bellevue,geninstrsupp,General,Instructional Staff Support Services,778,436753,300-599,2
2017,Actual,09,0585,0585,Bellevue,gengenadmin,General,General Administration,442,248184,300-599,2
2017,Actual,09,0585,0585,Bellevue,genbldgadmin,General,School/Building Administration,654,367237,300-599,2
2017,Actual,09,0585,0585,Bellevue,gencentraladmin,General,Business & Central Administration,205,115052,300-599,2
2017,Actual,09,0585,0585,Bellevue,genopermtnc,General,Plant Operation and Maintenance,954,535568,300-599,2
2017,Actual,09,0585,0585,Bellevue,gentransp,General,Student Transportation,592,332119,300-599,2
2017,Actual,09,0585,0585,Bellevue,genaeaflow,General,AEA Support - Direct to AEA,429,240765,300-599,2
2017,Actual,09,0585,0585,Bellevue,genotherfin,General,Transfers Out/Special Items/Down Adj,2,1033,300-599,2
2017,Actual,09,0585,0585,Bellevue,genendfb,General,Ending Fund Balance,2664,1494781,300-599,2
2017,Actual,07,0594,0594,Belmond-Klemme,geninstr,General,Instruction,7907,6335574,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genstudsupp,General,Student Support Services,246,196772,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,geninstrsupp,General,Instructional Staff Support Services,357,285830,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,gengenadmin,General,General Administration,341,273456,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genbldgadmin,General,School/Building Administration,357,285711,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,gencentraladmin,General,Business & Central Administration,243,194995,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genopermtnc,General,Plant Operation and Maintenance,657,526140,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,gentransp,General,Student Transportation,395,316900,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genaeaflow,General,AEA Support - Direct to AEA,434,347828,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genotherfin,General,Transfers Out/Special Items/Down Adj,82,65319,600-999,3
2017,Actual,07,0594,0594,Belmond-Klemme,genendfb,General,Ending Fund Balance,1722,1380103,600-999,3
2017,Actual,09,0603,0603,Bennett,geninstr,General,Instruction,8257,1546505,<300,1
2017,Actual,09,0603,0603,Bennett,genstudsupp,General,Student Support Services,111,20875,<300,1
2017,Actual,09,0603,0603,Bennett,geninstrsupp,General,Instructional Staff Support Services,76,14312,<300,1
2017,Actual,09,0603,0603,Bennett,gengenadmin,General,General Administration,211,39458,<300,1
2017,Actual,09,0603,0603,Bennett,genbldgadmin,General,School/Building Administration,736,137887,<300,1
2017,Actual,09,0603,0603,Bennett,gencentraladmin,General,Business & Central Administration,295,55225,<300,1
2017,Actual,09,0603,0603,Bennett,genopermtnc,General,Plant Operation and Maintenance,369,69093,<300,1
2017,Actual,09,0603,0603,Bennett,gentransp,General,Student Transportation,470,88092,<300,1
2017,Actual,09,0603,0603,Bennett,genaeaflow,General,AEA Support - Direct to AEA,397,74383,<300,1
2017,Actual,09,0603,0603,Bennett,genendfb,General,Ending Fund Balance,2113,395824,<300,1
2017,Actual,10,0609,0609,Benton,geninstr,General,Instruction,6907,10243290,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,genstudsupp,General,Student Support Services,206,305820,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,geninstrsupp,General,Instructional Staff Support Services,652,966762,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,gengenadmin,General,General Administration,233,344839,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,genbldgadmin,General,School/Building Administration,813,1206367,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,gencentraladmin,General,Business & Central Administration,209,309526,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,genopermtnc,General,Plant Operation and Maintenance,942,1396930,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,gentransp,General,Student Transportation,651,966058,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,gennoninstr,General,Noninstructional Programs,11,16996,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,genaeaflow,General,AEA Support - Direct to AEA,414,613317,"1,000-2,499",4
2017,Actual,10,0609,0609,Benton,genendfb,General,Ending Fund Balance,2634,3906223,"1,000-2,499",4
2017,Actual,09,0621,0621,Bettendorf,geninstr,General,Instruction,8205,33287056,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,genstudsupp,General,Student Support Services,475,1925430,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,geninstrsupp,General,Instructional Staff Support Services,198,801708,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,gengenadmin,General,General Administration,271,1099750,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,genbldgadmin,General,School/Building Administration,811,3288134,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,gencentraladmin,General,Business & Central Administration,489,1984531,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,genopermtnc,General,Plant Operation and Maintenance,933,3783621,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,gentransp,General,Student Transportation,217,881540,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,gennoninstr,General,Noninstructional Programs,1,3668,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,genaeaflow,General,AEA Support - Direct to AEA,416,1686385,"2,500-7,499",5
2017,Actual,09,0621,0621,Bettendorf,genendfb,General,Ending Fund Balance,2823,11452535,"2,500-7,499",5
2017,Actual,11,0720,0720,Bondurant-Farrar,geninstr,General,Instruction,6409,11623721,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genstudsupp,General,Student Support Services,350,634125,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,geninstrsupp,General,Instructional Staff Support Services,476,862407,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,gengenadmin,General,General Administration,290,526613,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genbldgadmin,General,School/Building Administration,619,1122154,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,gencentraladmin,General,Business & Central Administration,143,258946,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genopermtnc,General,Plant Operation and Maintenance,1021,1851187,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,gentransp,General,Student Transportation,332,602200,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genaeaflow,General,AEA Support - Direct to AEA,429,777315,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genotherfin,General,Transfers Out/Special Items/Down Adj,5,9772,"1,000-2,499",4
2017,Actual,11,0720,0720,Bondurant-Farrar,genendfb,General,Ending Fund Balance,1424,2581925,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,geninstr,General,Instruction,7912,16350231,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,genstudsupp,General,Student Support Services,534,1103856,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,geninstrsupp,General,Instructional Staff Support Services,585,1209055,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,gengenadmin,General,General Administration,177,366128,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,genbldgadmin,General,School/Building Administration,625,1291736,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,gencentraladmin,General,Business & Central Administration,367,757765,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,genopermtnc,General,Plant Operation and Maintenance,1064,2199261,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,gentransp,General,Student Transportation,251,517865,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,genaeaflow,General,AEA Support - Direct to AEA,424,875232,"1,000-2,499",4
2017,Actual,11,0729,0729,Boone,genendfb,General,Ending Fund Balance,1835,3791817,"1,000-2,499",4
2017,Actual,12,0747,0747,Boyden-Hull,geninstr,General,Instruction,8004,4895415,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genstudsupp,General,Student Support Services,180,110048,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,geninstrsupp,General,Instructional Staff Support Services,359,219512,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,gengenadmin,General,General Administration,455,278137,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genbldgadmin,General,School/Building Administration,553,338284,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,gencentraladmin,General,Business & Central Administration,316,193187,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genopermtnc,General,Plant Operation and Maintenance,714,436523,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,gentransp,General,Student Transportation,525,321366,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genaeaflow,General,AEA Support - Direct to AEA,495,302917,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genotherfin,General,Transfers Out/Special Items/Down Adj,1,526,600-999,3
2017,Actual,12,0747,0747,Boyden-Hull,genendfb,General,Ending Fund Balance,2208,1350686,600-999,3
2017,Actual,13,1917,1917,Boyer Valley,geninstr,General,Instruction,7845,3324816,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,genstudsupp,General,Student Support Services,348,147633,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,geninstrsupp,General,Instructional Staff Support Services,554,234792,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,gengenadmin,General,General Administration,325,137816,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,genbldgadmin,General,School/Building Administration,546,231527,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,gencentraladmin,General,Business & Central Administration,266,112888,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,genopermtnc,General,Plant Operation and Maintenance,751,318478,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,gentransp,General,Student Transportation,539,228245,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,genaeaflow,General,AEA Support - Direct to AEA,420,177821,300-599,2
2017,Actual,13,1917,1917,Boyer Valley,genendfb,General,Ending Fund Balance,4217,1787193,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,geninstr,General,Instruction,7964,4252178,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,genstudsupp,General,Student Support Services,275,146970,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,geninstrsupp,General,Instructional Staff Support Services,543,290011,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,gengenadmin,General,General Administration,628,335326,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,genbldgadmin,General,School/Building Administration,476,254338,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,gencentraladmin,General,Business & Central Administration,159,85131,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,genopermtnc,General,Plant Operation and Maintenance,1215,648505,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,gentransp,General,Student Transportation,442,236035,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,genaeaflow,General,AEA Support - Direct to AEA,424,226162,300-599,2
2017,Actual,07,0846,0846,Brooklyn-Guernsey-Malcom,genendfb,General,Ending Fund Balance,1507,804449,300-599,2
2017,Actual,15,0882,0882,Burlington,geninstr,General,Instruction,7712,34377483,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,genstudsupp,General,Student Support Services,414,1846069,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,geninstrsupp,General,Instructional Staff Support Services,446,1987992,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,gengenadmin,General,General Administration,178,794195,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,genbldgadmin,General,School/Building Administration,596,2656385,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,gencentraladmin,General,Business & Central Administration,394,1755785,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,genopermtnc,General,Plant Operation and Maintenance,830,3698082,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,gentransp,General,Student Transportation,258,1151628,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,gennoninstr,General,Noninstructional Programs,4,18080,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,genaeaflow,General,AEA Support - Direct to AEA,441,1965000,"2,500-7,499",5
2017,Actual,15,0882,0882,Burlington,genendfb,General,Ending Fund Balance,2559,11407357,"2,500-7,499",5
2017,Actual,07,0916,0916,CAL,geninstr,General,Instruction,10086,2633418,<300,1
2017,Actual,07,0916,0916,CAL,genstudsupp,General,Student Support Services,200,52316,<300,1
2017,Actual,07,0916,0916,CAL,geninstrsupp,General,Instructional Staff Support Services,520,135822,<300,1
2017,Actual,07,0916,0916,CAL,gengenadmin,General,General Administration,340,88798,<300,1
2017,Actual,07,0916,0916,CAL,genbldgadmin,General,School/Building Administration,342,89420,<300,1
2017,Actual,07,0916,0916,CAL,gencentraladmin,General,Business & Central Administration,303,79240,<300,1
2017,Actual,07,0916,0916,CAL,genopermtnc,General,Plant Operation and Maintenance,831,217018,<300,1
2017,Actual,07,0916,0916,CAL,gentransp,General,Student Transportation,471,122851,<300,1
2017,Actual,07,0916,0916,CAL,genaeaflow,General,AEA Support - Direct to AEA,461,120273,<300,1
2017,Actual,07,0916,0916,CAL,genendfb,General,Ending Fund Balance,355,92692,<300,1
2017,Actual,13,0914,0914,CAM,geninstr,General,Instruction,14230,6673777,300-599,2
2017,Actual,13,0914,0914,CAM,genstudsupp,General,Student Support Services,138,64713,300-599,2
2017,Actual,13,0914,0914,CAM,geninstrsupp,General,Instructional Staff Support Services,617,289606,300-599,2
2017,Actual,13,0914,0914,CAM,gengenadmin,General,General Administration,270,126481,300-599,2
2017,Actual,13,0914,0914,CAM,genbldgadmin,General,School/Building Administration,836,392236,300-599,2
2017,Actual,13,0914,0914,CAM,gencentraladmin,General,Business & Central Administration,191,89575,300-599,2
2017,Actual,13,0914,0914,CAM,genopermtnc,General,Plant Operation and Maintenance,872,408821,300-599,2
2017,Actual,13,0914,0914,CAM,gentransp,General,Student Transportation,711,333538,300-599,2
2017,Actual,13,0914,0914,CAM,genaeaflow,General,AEA Support - Direct to AEA,403,189206,300-599,2
2017,Actual,13,0914,0914,CAM,genendfb,General,Ending Fund Balance,2402,1126528,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,geninstr,General,Instruction,7705,3691360,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,genstudsupp,General,Student Support Services,405,194039,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,geninstrsupp,General,Instructional Staff Support Services,637,305143,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,gengenadmin,General,General Administration,239,114692,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,genbldgadmin,General,School/Building Administration,533,255193,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,gencentraladmin,General,Business & Central Administration,171,81854,300-599,2
2017,Actual,09,0918,0918,Calamus-Wheatland,genopermtnc,General,Plant Operation and Maintenance,818,391782,300-599,2
